Cluster1	orf19.2123
Cluster9757	gene:KLLA0_A04961g
Cluster9757	gene-YGL009C
Cluster9757	orf19.7498
Cluster9758	gene:KLLA0_E13883g
Cluster9759	gene:KLLA0_D18073g
Cluster9759	gene-YDR176W
Cluster9759	orf19.3023
Cluster9760	orf19.3856
Cluster9760	gene:KLLA0_B09790g
Cluster9760	CAGL0H07535g
Cluster9760	gene-YBR160W
Cluster9761	gene:KLLA0_F01144g
Cluster9761	gene-YOR205C
Cluster9761	orf19.6736
Cluster9762	orf19.2178.1
Cluster9762	gene-YJL127C-B
Cluster9762	CAGL0L05626g
Cluster9763	CAGL0I04246g
Cluster9764	CAGL0M05093r
Cluster9765	CAGL0J11935g
Cluster9766	CAGL0J00957g
Cluster9767	orf19.2282
Cluster9768	CAGL0K08030g
Cluster9769	CAGL0K03971g
Cluster9770	CAGL0H03927g
Cluster9771	CAGL0L04774g
Cluster9772	CAGL0G10131g
Cluster9773	CAGL0M02519g
Cluster9774	CAGL0I04026g
Cluster9774	gene-YDL053C
Cluster9774	gene:KLLA0_E01189g
Cluster9775	CAGL0A01221g
Cluster9776	CAGL0C05511g
Cluster9777	gene:KLLA0_C11385g
Cluster9777	orf19.5293
Cluster9778	gene-YFR030W
Cluster9778	CAGL0D05280g
Cluster9778	gene:KLLA0_D15983g
Cluster9778	orf19.4076
Cluster9779	orf19.5789
Cluster9779	gene-YDR408C
Cluster9779	gene:KLLA0_A02211g
Cluster9780	orf19.6792
Cluster9780	gene-YIL153W
Cluster9780	gene:KLLA0_A00462g
Cluster9781	gene:KLLA0_D10659g
Cluster9781	gene-YJR123W
Cluster9781	CAGL0H00462g
Cluster9781	orf19.4336
Cluster9782	gene-YIL020C
Cluster9782	CAGL0J02398g
Cluster9782	gene:KLLA0_D16148g
Cluster9782	orf19.1249
Cluster9783	gene:KLLA0_E23915g
Cluster9783	gene-YPL085W
Cluster9783	orf19.4346
Cluster9784	orf19.4341
Cluster9784	gene-YLR459W
Cluster9784	CAGL0H00220g
Cluster9784	gene:KLLA0_E04907g
Cluster9785	gene:KLLA0_D16170g
Cluster9785	gene-YIL021W
Cluster9785	orf19.1248
Cluster9786	orf19.1240
Cluster9786	gene:KLLA0_D15180g
Cluster9786	CAGL0D04510g
Cluster9786	gene-YPR117W
Cluster9787	orf19.5462
Cluster9788	CAGL0L10021g
Cluster9789	orf19.2519
Cluster9789	CAGL0C04851g
Cluster9789	gene-YJR112W
Cluster9789	gene:KLLA0_E05809g
Cluster9790	orf19.1847
Cluster9790	gene:KLLA0_E02707g
Cluster9790	gene-YDR380W
Cluster9791	gene:KLLA0_B12584g
Cluster9791	gene-YMR108W
Cluster9791	CAGL0K03465g
Cluster9791	orf19.1613
Cluster9792	orf19.4608
Cluster9792	gene-YGR087C
Cluster9793	orf19.2877
Cluster9793	gene:KLLA0_E16303g
Cluster9793	gene-YLR044C
Cluster9793	CAGL0M07920g
Cluster9794	CAGL0K07348g
Cluster9795	orf19.7552
Cluster9795	gene:KLLA0_D10351g
Cluster9795	gene-YML093W
Cluster9796	gene-YGR015C
Cluster9796	gene:KLLA0_C17963g
Cluster9796	orf19.5824
Cluster9796	gene:KLLA0_E24421g
Cluster9797	orf19.2352
Cluster9797	gene-YGR031W
Cluster9797	CAGL0K04015g
Cluster9797	gene:KLLA0_B05863g
Cluster9798	gene-YMR178W
Cluster9798	gene:KLLA0_C16137g
Cluster9798	orf19.5757
Cluster9799	orf19.4523
Cluster9799	gene:KLLA0_A10285g
Cluster9799	gene-YER183C
Cluster9800	gene:KLLA0_F01056g
Cluster9800	gene-YPL122C
Cluster9800	orf19.5846
Cluster9801	orf19.1771
Cluster9801	gene:KLLA0_C14025g
Cluster9801	gene-YGR278W
Cluster9802	CaglfMt35
Cluster9803	CAGL0E04598g
Cluster9804	CAGL0M03377g
Cluster9805	CAGL0M02255g
Cluster9806	CAGL0K09680g
Cluster9807	CAGL0F02387g
Cluster9808	orf19.5920
Cluster9809	gene-YNCM0034C
Cluster9810	CAGL0M11440g
Cluster9811	CAGL0H09834g
Cluster9812	CAGL0H09768g
Cluster9813	orf19.1318
Cluster9814	orf19.1326
Cluster9815	orf19.133
Cluster9816	orf19.1321
Cluster9817	CAGL0K04433g
Cluster9818	CAGL0H01265g
Cluster9819	CAGL0C04917g
Cluster9820	CAGL0G01364g
Cluster9821	CAGL0J02288g
Cluster9822	CAGL0K12606g
Cluster9823	CAGL0M06193g
Cluster9824	gene-YNL195C
Cluster9825	gene-YNL196C
Cluster9826	gene:KLLA0_A04521g
Cluster9827	gene-YDR246W-A
Cluster9828	gene-YNR044W
Cluster9829	CAGL0I00946g
Cluster9830	gene-YNCN0018W
Cluster9831	CAGL0D03300g
Cluster9832	orf19.3059.1
Cluster9833	gene-YNL309W
Cluster9833	gene:KLLA0_E07283g
Cluster9834	CAGL0K04125g
Cluster9835	orf19.3053
Cluster9836	orf19.5064.1
Cluster9837	orf19.5076.1
Cluster9838	CAGL0K02057r
Cluster9839	gene:KLLA0_A01760g
Cluster9839	gene-YDR423C
Cluster9840	orf19.6951
Cluster9840	gene-YDR294C
Cluster9840	gene:KLLA0_C10505g
Cluster9841	orf19.707
Cluster9841	gene:KLLA0_A05137g
Cluster9841	gene-YHR171W
Cluster9842	gene-YHR137W
Cluster9842	gene:KLLA0_D11110g
Cluster9842	orf19.1237
Cluster9843	CAGL0A00627g
Cluster9844	gene-YGR109W-A
Cluster9845	CAGL0H00550g
Cluster9846	CAGL0H08041g
Cluster9847	CAGL0M11748g
Cluster9848	gene:KLLA0_A11088g
Cluster9849	CAGL0H04345g
Cluster9850	gene-YBR032W
Cluster9851	CAGL0G05951r
Cluster9852	CAGL0K12210g
Cluster9853	gene-YER150W
Cluster9853	CAGL0I06644g
Cluster9854	orf19.4656
Cluster9855	CAGL0D01562g
Cluster9856	gene:KLLA0_D15807g
Cluster9856	gene-YBR255W
Cluster9856	orf19.3318
Cluster9857	CAGL0C05247g
Cluster9858	gene-YGR004W
Cluster9858	gene:KLLA0_C18238g
Cluster9859	orf19.7401
Cluster9859	CAGL0I09614g
Cluster9859	gene-YOR304W
Cluster9859	gene:KLLA0_F24838g
Cluster9860	orf19.156
Cluster9861	CAGL0B01507g
Cluster9862	gene-YKL099C
Cluster9862	gene:KLLA0_F13508g
Cluster9862	orf19.2386
Cluster9863	CAGL0K06259g
Cluster9864	gene:KLLA0_E10605g
Cluster9864	CAGL0A00165g
Cluster9865	CAGL0C05071g
Cluster9866	orf19.3803
Cluster9866	gene:KLLA0_F24574g
Cluster9867	gene-YCL036W
Cluster9867	gene:KLLA0_C01254g
Cluster9867	orf19.7103
Cluster9868	CAGL0J06138g
Cluster9869	gene:KLLA0_C05874g
Cluster9869	gene-YOL013C
Cluster9869	CAGL0E02299g
Cluster9869	orf19.719
Cluster9870	orf19.6094
Cluster9870	gene:KLLA0_D09394g
Cluster9870	gene-YJL029C
Cluster9871	gene-YOR062C
Cluster9871	gene:KLLA0_F16489g
Cluster9872	gene:KLLA0_F03058g
Cluster9872	CAGL0M13915g
Cluster9872	gene-YGR283C
Cluster9872	gene-YMR310C
Cluster9872	orf19.4563
Cluster9873	orf19.4356
Cluster9873	gene:KLLA0_A03223g
Cluster9873	gene-YDL199C
Cluster9874	gene:KLLA0_E06755g
Cluster9874	orf19.5447
Cluster9875	orf19.5848
Cluster9875	CAGL0B05049g
Cluster9875	gene-YLR247C
Cluster9875	gene:KLLA0_F12166g
Cluster9876	orf19.1562
Cluster9877	tK(UUU)3
Cluster9878	gene-YMR208W
Cluster9878	CAGL0F03861g
Cluster9878	gene:KLLA0_C07469g
Cluster9878	orf19.4809
Cluster9879	gene-YBR062C
Cluster9879	gene:KLLA0_F18458g
Cluster9879	orf19.6753
Cluster9880	gene-YDR084C
Cluster9880	gene:KLLA0_C11869g
Cluster9880	orf19.4862
Cluster9881	CAGL0J02486g
Cluster9882	gene:KLLA0_C11759g
Cluster9882	gene-YDR080W
Cluster9882	orf19.4858
Cluster9883	gene-YBR245C
Cluster9883	gene:KLLA0_F06710g
Cluster9883	orf19.4437
Cluster9884	orf19.3097
Cluster9884	gene:KLLA0_F12001g
Cluster9884	gene-YER178W
Cluster9885	orf19.7288
Cluster9885	gene:KLLA0_E15181g
Cluster9886	gene:KLLA0_F19910g
Cluster9886	gene-YLR107W
Cluster9886	CAGL0M11638g
Cluster9886	orf19.4948
Cluster9887	CAGL0M01100g
Cluster9888	orf19.6385
Cluster9888	gene:KLLA0_C17314g
Cluster9888	gene-YLR304C
Cluster9889	orf19.4021
Cluster9890	gene:KLLA0_F24772g
Cluster9890	gene-YOL065C
Cluster9890	CAGL0C05269g
Cluster9890	orf19.3180
Cluster9891	gene-YJL200C
Cluster9891	gene:KLLA0_C03432g
Cluster9891	orf19.6632
Cluster9892	gene-YER037W
Cluster9893	orf19.5171
Cluster9893	gene:KLLA0_E01343g
Cluster9893	gene-YDL093W
Cluster9893	gene-YDL095W
Cluster9893	CAGL0L07172g
Cluster9894	tK(UUU)4
Cluster9895	CAGL0G02959g
Cluster9896	orf19.7397.1
Cluster9896	gene-YER126C
Cluster9896	CAGL0K02233g
Cluster9896	gene:KLLA0_E13619g
Cluster9897	CAGL0M13937g
Cluster9898	orf19.3881
Cluster9899	CAGL0M07689r
Cluster9900	CAGL0C03135g
Cluster9900	gene-YLR272C
Cluster9900	gene:KLLA0_F20119g
Cluster9900	orf19.1883
Cluster9901	CAGL0L06292g
Cluster9902	CAGL0J08976g
Cluster9903	CAGL0J09504g
Cluster9904	CAGL0L06270g
Cluster9905	CAGL0K07568g
Cluster9906	orf19.1507
Cluster9906	gene:KLLA0_B09856g
Cluster9906	gene-YBR158W
Cluster9907	orf19.164
Cluster9907	gene-YOR084W
Cluster9907	CAGL0J08547g
Cluster9907	gene:KLLA0_E13091g
Cluster9908	gene-YLR223C
Cluster9908	CAGL0C00759g
Cluster9908	gene:KLLA0_F13222g
Cluster9908	orf19.4282
Cluster9909	gene-YJR048W
Cluster9909	orf19.1770
Cluster9909	gene-YEL039C
Cluster9909	gene:KLLA0_F16929g
Cluster9910	gene-YML131W
Cluster9910	orf19.3544
Cluster9911	gene:KLLA0_D19470g
Cluster9911	gene-YDL237W
Cluster9911	orf19.5925
Cluster9912	gene-YOR059C
Cluster9912	gene:KLLA0_F16423g
Cluster9912	orf19.4574
Cluster9913	gene:KLLA0_D12364g
Cluster9913	gene-YDL167C
Cluster9913	CAGL0I03344g
Cluster9913	orf19.5071
Cluster9914	gene-YKL103C
Cluster9914	CAGL0K08536g
Cluster9914	gene:KLLA0_F13574g
Cluster9914	orf19.1628
Cluster9915	CaglfMr13
Cluster9915	gene-Q0158
Cluster9916	gene:KLLA0_D15158g
Cluster9916	gene-YGR099W
Cluster9916	orf19.7101
Cluster9917	gene-YNL271C
Cluster9917	gene:KLLA0_C02321g
Cluster9917	orf19.4927
Cluster9918	CAGL0L00385g
Cluster9919	orf19.1890
Cluster9919	gene-YMR210W
Cluster9919	gene:KLLA0_D06039g
Cluster9920	orf19.1886
Cluster9920	gene:KLLA0_C05984g
Cluster9920	gene-YOL010W
Cluster9921	gene-YLR150W
Cluster9921	orf19.5943.1
Cluster9922	gene-YIL094C
Cluster9922	CAGL0G02585g
Cluster9922	gene:KLLA0_E08339g
Cluster9922	orf19.2525
Cluster9923	orf19.4444
Cluster9924	CAGL0M05225g
Cluster9925	CAGL0F07117g
Cluster9926	CAGL0H07843g
Cluster9927	CAGL0M13607g
Cluster9928	CAGL0B04169g
Cluster9929	gene-YOR167C
Cluster9930	CAGL0D02948g
Cluster9931	orf19.1122
Cluster9932	orf19.7184
Cluster9933	orf19.5475
Cluster9934	CAGL0B01881g
Cluster9935	CAGL0I04774g
Cluster9936	CAGL0I07546r
Cluster9937	orf19.5382
Cluster9938	CAGL0C03575g
Cluster9939	orf19.5479
Cluster9940	CAGL0I00748g
Cluster9941	CAGL0I04818g
Cluster9942	CAGL0I04752g
Cluster9943	gene-YMR195W
Cluster9944	orf19.4631
Cluster9945	CAGL0K09108g
Cluster9946	gene:KLLA0_D01947g
Cluster9946	gene-YMR270C
Cluster9947	CAGL0J01001g
Cluster9948	gene:KLLA0_F05159g
Cluster9948	gene-YDL195W
Cluster9948	orf19.6217
Cluster9949	CAGL0G03377g
Cluster9949	gene-YER106W
Cluster9950	CAGL0H07887g
Cluster9951	CAGL0K11132g
Cluster9951	gene-YDR240C
Cluster9951	gene:KLLA0_C15323g
Cluster9952	gene-YOR272W
Cluster9952	gene:KLLA0_C07425g
Cluster9952	orf19.4815
Cluster9953	CAGL0M08976g
Cluster9954	orf19.1671
Cluster9954	gene:KLLA0_F16907g
Cluster9954	gene-YEL040W
Cluster9955	CAGL0M08866g
Cluster9956	gene-YER104W
Cluster9956	CAGL0G03333g
Cluster9957	CAGL0M14278r
Cluster9958	CAGL0M14212r
Cluster9959	orf19.5640
Cluster9959	gene:KLLA0_C15455g
Cluster9959	gene-YDR244W
Cluster9960	gene-YDL246C
Cluster9961	gene-YLR070C
Cluster9962	CAGL0M14157r
Cluster9963	CAGL0M14201r
Cluster9964	CAGL0M14168r
Cluster9965	CAGL0L13464r
Cluster9966	CAGL0M14289r
Cluster9967	CAGL0L13541r
Cluster9968	orf19.2038
Cluster9969	gene-YNCL0029W
Cluster9969	CAGL0L13453r
Cluster9970	CAGL0B01309r
Cluster9971	orf19.6065
Cluster9972	orf19.258
Cluster9973	gene-YNCL0048W
Cluster9974	gene-YOR324C
Cluster9975	CAGL0C04477g
Cluster9976	CAGL0L04224g
Cluster9977	CAGL0H08459g
Cluster9978	CAGL0K10186g
Cluster9979	tR(UCU)2
Cluster9980	gene-YOR383C
Cluster9981	CAGL0J00583g
Cluster9982	orf19.1691
Cluster9983	orf19.285
Cluster9983	gene-YHR132W-A
Cluster9983	gene:KLLA0_F27907g
Cluster9984	CAGL0E02079g
Cluster9985	orf19.4149.1
Cluster9985	gene:KLLA0_A10483g
Cluster9985	CAGL0K11748g
Cluster9985	gene-YBR048W
Cluster9986	orf19.1527
Cluster9987	CAGL0H03487g
Cluster9987	gene-YGL071W
Cluster9987	gene-YPL202C
Cluster9987	gene:KLLA0_D03256g
Cluster9987	orf19.2272
Cluster9988	orf19.7609
Cluster9989	orf19.7614
Cluster9990	gene-YMR242W-A
Cluster9991	gene-YIL059C
Cluster9992	orf19.6465
Cluster9993	gene-YDR461W
Cluster9993	gene-YNL145W
Cluster9993	CAGL0C01919g
Cluster9994	gene:KLLA0_C06292g
Cluster9994	CAGL0B02409g
Cluster9994	gene-YML119W
Cluster9995	gene:KLLA0_B11473g
Cluster9995	gene-YBR251W
Cluster9995	CAGL0D05412g
Cluster9995	orf19.989
Cluster9996	orf19.6400
Cluster9996	gene:KLLA0_F07953g
Cluster9996	CAGL0F01111g
Cluster9996	gene-YOL032W
Cluster9997	orf19.1529
Cluster9998	orf19.7451
Cluster9998	gene-YOL045W
Cluster9998	gene:KLLA0_F07623g
Cluster9998	gene-YAL017W
Cluster9998	CAGL0F00913g
Cluster9999	orf19.1917
Cluster9999	CAGL0F08437g
Cluster9999	gene-YGR263C
Cluster9999	gene:KLLA0_E23013g
Cluster10000	orf19.5216
Cluster10001	orf19.1530
Cluster10002	orf19.607
Cluster10002	gene-YJR035W
Cluster10003	gene-YNR069C
Cluster10003	orf19.4629
Cluster10004	CAGL0F03465g
Cluster10004	gene-YMR275C
Cluster10004	gene-YML111W
Cluster10004	gene:KLLA0_D01793g
Cluster10004	orf19.5094
Cluster10005	gene:KLLA0_F06402g
Cluster10005	gene-YNR007C
Cluster10005	CAGL0I05808g
Cluster10005	orf19.6020
Cluster10006	gene:KLLA0_E06733g
Cluster10006	CAGL0M09559g
Cluster10006	gene-YBL097W
Cluster10006	orf19.1251
Cluster10007	orf19.5041
Cluster10007	gene:KLLA0_F07205g
Cluster10007	gene-YDL089W
Cluster10007	CAGL0L07084g
Cluster10008	CAGL0J01727g
Cluster10009	orf19.3604
Cluster10009	gene-YNL215W
Cluster10009	gene:KLLA0_D19250g
Cluster10010	CAGL0E03542g
Cluster10011	orf19.6624
Cluster10012	gene-YNCD0007C
Cluster10013	orf19.6626
Cluster10014	gene-YNCF0001C
Cluster10015	orf19.562
Cluster10016	orf19.5619
Cluster10017	orf19.5282
Cluster10018	CAGL0A03883g
Cluster10019	orf19.6843
Cluster10019	gene:KLLA0_D04136g
Cluster10020	orf19.5626
Cluster10021	orf19.5625
Cluster10022	CAGL0I08987g
Cluster10023	gene-YIL164C
Cluster10024	gene:KLLA0_B10142g
Cluster10024	gene-YDR318W
Cluster10024	orf19.3494
Cluster10025	CAGL0C02167g
Cluster10025	gene-YFR039C
Cluster10026	orf19.5387
Cluster10026	gene:KLLA0_C18491g
Cluster10026	gene-YAL002W
Cluster10026	CAGL0A00781g
Cluster10027	gene-YER190W
Cluster10028	gene:KLLA0_E05853g
Cluster10028	gene-YJR110W
Cluster10028	CAGL0C04895g
Cluster10028	orf19.4744
Cluster10029	CAGL0J08569g
Cluster10030	CAGL0M07447g
Cluster10031	CAGL0I06919g
Cluster10032	orf19.216
Cluster10033	CAGL0K06545g
Cluster10034	CAGL0E05830g
Cluster10035	CAGL0M07590g
Cluster10036	CAGL0E05896g
Cluster10037	orf19.7553
Cluster10038	CAGL0G00990g
Cluster10039	CAGL0H01771g
Cluster10040	CAGL0E06028g
Cluster10041	CAGL0G07359g
Cluster10042	CAGL0J08998g
Cluster10043	gene-YGL061C
Cluster10043	gene:KLLA0_C05742g
Cluster10044	gene:KLLA0_F23804g
Cluster10044	gene-YOR114W
Cluster10045	gene:KLLA0_A05797g
Cluster10045	CAGL0I04400g
Cluster10045	gene-YJL140W
Cluster10045	orf19.145
Cluster10046	orf19.4120
Cluster10046	CAGL0M05885g
Cluster10046	gene-YKR063C
Cluster10046	gene:KLLA0_A06017g
Cluster10047	orf19.454
Cluster10047	gene-YJR147W
Cluster10048	gene-YBR037C
Cluster10048	CAGL0I04796g
Cluster10048	orf19.7325
Cluster10048	gene:KLLA0_D03630g
Cluster10048	gene-YBR024W
Cluster10049	orf19.2826
Cluster10050	gene:KLLA0_D13079g
Cluster10051	CAGL0M05071r
Cluster10052	CAGL0C02629g
Cluster10053	CAGL0K01683g
Cluster10054	CAGL0L00935g
Cluster10055	orf19.5376
Cluster10055	gene-YGL179C
Cluster10056	gene:KLLA0_D11044g
Cluster10056	gene-YHR135C
Cluster10056	CAGL0J05940g
Cluster10056	gene-YNL154C
Cluster10056	CAGL0G06138g
Cluster10056	orf19.7001
Cluster10057	gene:KLLA0_E13531g
Cluster10057	gene-YER123W
Cluster10057	orf19.2222
Cluster10058	orf19.2277
Cluster10058	gene-YPL203W
Cluster10058	gene:KLLA0_D03190g
Cluster10059	orf19.6186
Cluster10060	orf19.6179
Cluster10061	gene:KLLA0_C18337g
Cluster10061	gene-YLR320W
Cluster10061	CAGL0A00913g
Cluster10062	orf19.3969
Cluster10062	gene-YGR249W
Cluster10062	gene:KLLA0_A05368g
Cluster10063	CAGL0I01166g
Cluster10064	CAGL0L06974g
Cluster10065	CAGL0J08415g
Cluster10066	orf19.871
Cluster10067	CAGL0J07920g
Cluster10068	CAGL0D01056g
Cluster10069	gene:KLLA0_C00396g
Cluster10070	gene-YGL075C
Cluster10070	CAGL0H03421g
Cluster10070	gene:KLLA0_D03366g
Cluster10071	CAGL0H06809g
Cluster10072	CAGL0F05269g
Cluster10073	CAGL0J03828g
Cluster10074	CAGL0L12232g
Cluster10075	CAGL0L12716g
Cluster10076	gene:KLLA0_F09977g
Cluster10077	gene:KLLA0_C16225g
Cluster10078	orf19.664
Cluster10079	CAGL0J06490g
Cluster10080	gene:KLLA0_E19471g
Cluster10080	orf19.260
Cluster10081	orf19.4203
Cluster10081	gene-YML031W
Cluster10081	gene:KLLA0_B01760g
Cluster10082	gene-YGL005C
Cluster10082	CAGL0A00539g
Cluster10082	gene:KLLA0_A08888g
Cluster10082	orf19.5397
Cluster10083	orf19.7595
Cluster10083	gene:KLLA0_C16687g
Cluster10084	orf19.563
Cluster10084	gene-YPR143W
Cluster10084	gene:KLLA0_B10934g
Cluster10085	gene:KLLA0_D09042g
Cluster10085	orf19.5595
Cluster10086	orf19.458
Cluster10086	gene:KLLA0_E02487g
Cluster10086	gene-YDR375C
Cluster10087	orf19.680
Cluster10087	gene-YPL063W
Cluster10087	gene:KLLA0_E23101g
Cluster10088	gene:KLLA0_D05643g
Cluster10088	CAGL0K12826g
Cluster10088	gene-YLR075W
Cluster10088	orf19.2935
Cluster10089	gene:KLLA0_D19272g
Cluster10089	CAGL0C05489g
Cluster10089	gene-YDL234C
Cluster10089	orf19.6706
Cluster10090	gene-YER043C
Cluster10090	gene:KLLA0_A01199g
Cluster10090	orf19.3911
Cluster10091	CAGL0I09284g
Cluster10092	gene-YBR153W
Cluster10092	gene:KLLA0_F21120g
Cluster10092	orf19.6341
Cluster10093	CAGL0K12848g
Cluster10093	gene-YFL045C
Cluster10093	gene:KLLA0_D05709g
Cluster10093	orf19.2937
Cluster10094	orf19.5587
Cluster10094	gene-YLR224W
Cluster10094	CAGL0C01155g
Cluster10095	CAGL0D02101r
Cluster10096	orf19.2774
Cluster10096	gene-YOR196C
Cluster10096	CAGL0I10923g
Cluster10096	gene:KLLA0_F00836g
Cluster10097	orf19.6266
Cluster10098	CAGL0I09306g
Cluster10099	CAGL0J06930g
Cluster10099	gene-YPL118W
Cluster10099	gene:KLLA0_F00990g
Cluster10099	orf19.185
Cluster10100	gene-YOL015W
Cluster10101	gene:KLLA0_F24509g
Cluster10101	CAGL0D03476r
Cluster10102	orf19.5098
Cluster10102	gene-YOL043C
Cluster10102	gene-YAL015C
Cluster10102	CAGL0H06303g
Cluster10102	gene:KLLA0_F07711g
Cluster10103	CAGL0I07733g
Cluster10104	gene-YNL076W
Cluster10104	CAGL0J10274g
Cluster10104	gene:KLLA0_E07855g
Cluster10105	CAGL0G01122g
Cluster10106	orf19.5284
Cluster10107	orf19.7380
Cluster10108	orf19.4911
Cluster10109	gene:KLLA0_C17270g
Cluster10110	gene:KLLA0_D15829g
Cluster10110	gene-YBR255C-A
Cluster10111	orf19.837.1
Cluster10112	CAGL0H10494g
Cluster10113	orf19.4007
Cluster10113	gene:KLLA0_D18755g
Cluster10113	CAGL0F05511g
Cluster10113	gene-YDR198C
Cluster10114	CAGL0L03289g
Cluster10115	orf19.2398
Cluster10116	gene-YJL217W
Cluster10117	CaalfMt27
Cluster10118	gene-YOL123W
Cluster10118	gene:KLLA0_C12925g
Cluster10118	orf19.5989
Cluster10119	CAGL0K11363g
Cluster10120	CAGL0I02794g
Cluster10121	gene-YNR077C
Cluster10122	gene:KLLA0_C05302g
Cluster10123	CAGL0K05533g
Cluster10124	CAGL0K11462g
Cluster10125	CAGL0K11484g
Cluster10126	tL(CAA)2
Cluster10127	orf19.3600
Cluster10128	orf19.5489
Cluster10129	CAGL0J02266g
Cluster10130	gene-YDR078C
Cluster10130	gene:KLLA0_E00991g
Cluster10131	gene-YNR034W-A
Cluster10131	CAGL0M11000g
Cluster10132	CAGL0B01232g
Cluster10133	orf19.1409.3
Cluster10134	orf19.3281
Cluster10134	CAGL0J02860g
Cluster10134	gene-YER051W
Cluster10134	gene:KLLA0_F27643g
Cluster10135	orf19.5518
Cluster10136	orf19.2184
Cluster10137	orf19.5441
Cluster10137	gene-YIL031W
Cluster10137	CAGL0J02464g
Cluster10137	gene:KLLA0_F27665g
Cluster10138	orf19.4223
Cluster10138	gene:KLLA0_D10571g
Cluster10138	CAGL0I08327g
Cluster10138	gene-YER025W
Cluster10139	gene:KLLA0_C03608g
Cluster10139	gene-YDR486C
Cluster10139	orf19.3401
Cluster10140	gene-YNL294C
Cluster10140	gene:KLLA0_A07469g
Cluster10140	orf19.3176
Cluster10141	orf19.2775
Cluster10141	CAGL0J06952g
Cluster10141	gene-YPL117C
Cluster10141	gene:KLLA0_F00924g
Cluster10142	gene:KLLA0_C15521g
Cluster10142	gene-YGL077C
Cluster10142	orf19.2003
Cluster10143	orf19.2587
Cluster10143	gene:KLLA0_B00385g
Cluster10143	gene-YNR056C
Cluster10144	gene:KLLA0_D14685g
Cluster10144	gene-YGR088W
Cluster10145	gene:KLLA0_D07766g
Cluster10145	orf19.5672
Cluster10146	gene-YPR138C
Cluster10146	gene-YGR121C
Cluster10146	CAGL0D04928g
Cluster10146	gene:KLLA0_B11033g
Cluster10146	orf19.1614
Cluster10147	tR(UCU)3
Cluster10148	gene-YPR134W
Cluster10148	gene:KLLA0_B11165g
Cluster10149	gene:KLLA0_A04906g
Cluster10150	CAGL0M04367g
Cluster10151	gene-YOL108C
Cluster10152	gene-YER084W
Cluster10153	orf19.5079.1
Cluster10154	orf19.1724
Cluster10155	orf19.6586
Cluster10156	CAGL0K05621g
Cluster10157	orf19.4320
Cluster10158	orf19.2521
Cluster10159	orf19.557
Cluster10160	orf19.6592
Cluster10161	CAGL0M09064g
Cluster10162	gene-YDR341C
Cluster10163	CAGL0F03003g
Cluster10163	gene-YGR014W
Cluster10163	gene-YDR420W
Cluster10163	gene:KLLA0_C17985g
Cluster10164	gene-YOR127W
Cluster10165	orf19.730
Cluster10166	orf19.34
Cluster10167	gene-YAL005C
Cluster10167	orf19.1065
Cluster10167	gene-YLL024C
Cluster10167	gene:KLLA0_D04224g
Cluster10168	gene-YLR019W
Cluster10168	CAGL0D05610g
Cluster10169	gene-YAR042W
Cluster10170	gene-YGL225W
Cluster10170	CAGL0H09196g
Cluster10170	gene:KLLA0_A01364g
Cluster10170	orf19.1232
Cluster10170	gene-YER039C
Cluster10171	CAGL0I01496g
Cluster10171	gene-YLR369W
Cluster10171	gene:KLLA0_E22309g
Cluster10171	orf19.1896
Cluster10172	gene:KLLA0_E05655g
Cluster10173	orf19.6807
Cluster10174	orf19.3001
Cluster10174	gene:KLLA0_B05038g
Cluster10174	gene-YML064C
Cluster10175	orf19.390
Cluster10175	gene-YLR229C
Cluster10175	gene:KLLA0_A04213g
Cluster10176	orf19.4632
Cluster10176	CAGL0K07414g
Cluster10176	gene-YMR242C
Cluster10176	gene:KLLA0_F08657g
Cluster10177	orf19.5009
Cluster10177	CAGL0A01067g
Cluster10177	gene-YPL263C
Cluster10177	gene:KLLA0_D00836g
Cluster10178	CAGL0C01375g
Cluster10178	gene-YIL108W
Cluster10178	gene:KLLA0_F03751g
Cluster10178	orf19.246
Cluster10179	orf19.5796
Cluster10179	gene-YDR393W
Cluster10179	gene:KLLA0_C06512g
Cluster10180	orf19.5003
Cluster10180	gene-YGL164C
Cluster10181	orf19.501
Cluster10181	gene:KLLA0_F03399g
Cluster10181	gene-YNL061W
Cluster10182	orf19.2622
Cluster10182	gene:KLLA0_B00671g
Cluster10182	CAGL0C02453g
Cluster10182	gene-YGL210W
Cluster10182	gene-YER031C
Cluster10183	gene-YNL096C
Cluster10183	gene:KLLA0_C13519g
Cluster10183	gene-YOR096W
Cluster10183	orf19.1700
Cluster10184	gene-YKL154W
Cluster10184	gene:KLLA0_E11705g
Cluster10184	orf19.6284
Cluster10185	gene-YLR262C
Cluster10185	gene:KLLA0_F20471g
Cluster10185	orf19.714
Cluster10186	orf19.1797
Cluster10187	orf19.1510
Cluster10188	CAGL0F00649g
Cluster10189	CAGL0F01925g
Cluster10190	CAGL0M09383g
Cluster10191	CAGL0M09361g
Cluster10192	CAGL0D02112g
Cluster10193	gene-YOL109W
Cluster10194	gene:KLLA0_A05687g
Cluster10195	orf19.915
Cluster10196	gene-YGR294W
Cluster10196	CAGL0G10175g
Cluster10197	gene-YPR164W
Cluster10198	orf19.6219
Cluster10199	orf19.218
Cluster10200	orf19.3784
Cluster10201	tG(UCC)1
Cluster10202	orf19.6852.1
Cluster10203	orf19.685.1
